"","species"
"966","Velvet-browed Brilliant"
"967","Pink-throated Brilliant"
"968","Rufous-webbed Brilliant"
"969","Black-throated Brilliant"
"970","Gould's Jewelfront"
"971","Fawn-breasted Brilliant"
"972","Green-crowned Brilliant"
"973","Empress Brilliant"
"974","Violet-fronted Brilliant"
"975","Brazilian Ruby"
"976","Giant Hummingbird"
"977","Violet-chested Hummingbird"
"978","Scissor-tailed Hummingbird"
"979","Rivoli's Hummingbird"
"980","Talamanca Hummingbird"
"981","Fiery-throated Hummingbird"
"982","Long-billed Starthroat"
"983","Plain-capped Starthroat"
"984","Stripe-breasted Starthroat"
"985","Blue-tufted Starthroat"
"986","White-bellied Mountaingem"
"987","Blue-throated Mountaingem"
"988","Amethyst-throated Mountaingem"
"989","Green-throated Mountaingem"
"990","Green-breasted Mountaingem"
"991","Purple-throated Mountaingem"
"992","Grey-tailed Mountaingem"
"993","White-throated Mountaingem"
"994","Garnet-throated Hummingbird"
"995","Amethyst Woodstar"
"996","Purple-collared Woodstar"
"997","Oasis Hummingbird"
"998","Short-tailed Woodstar"
"999","Peruvian Sheartail"
"1000","Magenta-throated Woodstar"
"1001","Purple-throated Woodstar"
"1002","Chilean Woodstar"
"1003","Slender-tailed Woodstar"
"1004","White-bellied Woodstar"
"1005","Little Woodstar"
"1006","Gorgeted Woodstar"
"1007","Santa Marta Woodstar"
"1008","Esmeraldas Woodstar"
"1009","Rufous-shafted Woodstar"
"1010","Sparkling-tailed Woodstar"
"1011","Slender Sheartail"
"1012","Mexican Sheartail"
"1013","Lucifer Sheartail"
"1014","Beautiful Sheartail"
"1015","Black-chinned Hummingbird"
"1016","Ruby-throated Hummingbird"
"1017","Vervain Hummingbird"
"1018","Bee Hummingbird"
"1019","Bahama Woodstar"
"1020","Inagua Woodstar"
"1021","Anna's Hummingbird"
"1022","Costa's Hummingbird"
"1023","Calliope Hummingbird"
"1024","Rufous Hummingbird"
"1025","Allen's Hummingbird"
"1026","Broad-tailed Hummingbird"
"1027","Bumblebee Hummingbird"
"1028","Wine-throated Hummingbird"
"1029","Volcano Hummingbird"
"1030","Scintillant Hummingbird"
"1031","Glow-throated Hummingbird"
"1032","Dusky Hummingbird"
"1033","Cuban Emerald"
"1034","Brace's Emerald"
"1035","Hispaniolan Emerald"
"1036","Puerto Rican Emerald"
"1037","Blue-headed Hummingbird"
"1038","Gould's Emerald"
"1039","Broad-billed Hummingbird"
"1040","Doubleday's Hummingbird"
"1041","Golden-crowned Emerald"
"1042","Cozumel Emerald"
"1043","Canivet's Emerald"
"1044","Garden Emerald"
"1045","Western Emerald"
"1046","Red-billed Emerald"
"1047","Blue-tailed Emerald"
"1048","Chiribiquete Emerald"
"1049","Glittering-bellied Emerald"
"1050","Coppery Emerald"
"1051","Narrow-tailed Emerald"
"1052","Green-tailed Emerald"
"1053","Short-tailed Emerald"
"1054","White-eared Hummingbird"
"1055","Xantus's Hummingbird"
"1056","Curve-winged Sabrewing"
"1057","Wedge-tailed Sabrewing"
"1058","Long-tailed Sabrewing"
"1059","Rufous Sabrewing"
"1060","Emerald-chinned Hummingbird"
"1061","Violet-headed Hummingbird"
"1062","Antillean Crested Hummingbird"
"1063","Santa Marta Blossomcrown"
"1064","Tolima Blossomcrown"
"1065","Green-crowned Plovercrest"
"1066","Purple-crowned Plovercrest"
"1067","Grey-breasted Sabrewing"
"1068","Outcrop Sabrewing"
"1069","Diamantina Sabrewing"
"1070","Rufous-breasted Sabrewing"
"1071","White-tailed Sabrewing"
"1072","Lazuline Sabrewing"
"1073","Santa Marta Sabrewing"
"1074","Violet Sabrewing"
"1075","Buff-breasted Sabrewing"
"1076","Napo Sabrewing"
"1077","Bronze-tailed Plumeleteer"
"1078","White-vented Plumeleteer"
"1079","Crowned Woodnymph"
"1080","Fork-tailed Woodnymph"
"1081","Long-tailed Woodnymph"
"1082","Violet-capped Woodnymph"
"1083","Snowcap"
"1084","Coppery-headed Emerald"
"1085","White-tailed Emerald"
"1086","Violet-capped Hummingbird"
"1087","Pirre Hummingbird"
"1088","Mexican Woodnymph"
"1089","White-tailed Hummingbird"
"1090","Oaxaca Hummingbird"
"1091","Stripe-tailed Hummingbird"
"1092","Black-bellied Hummingbird"
"1093","Scaly-breasted Hummingbird"
"1094","Buffy Hummingbird"
"1095","Tumbes Hummingbird"
"1096","Spot-throated Hummingbird"
"1097","Many-spotted Hummingbird"
"1098","Swallow-tailed Hummingbird"
"1099","Sombre Hummingbird"
"1100","Olive-spotted Hummingbird"
"1101","Red-billed Streamertail"
"1102","Black-billed Streamertail"
"1103","Violet-crowned Hummingbird"
"1104","Green-fronted Hummingbird"
"1105","Cinnamon-sided Hummingbird"
"1106","Azure-crowned Hummingbird"
"1107","Blue-vented Hummingbird"
"1108","Berylline Hummingbird"
"1109","Blue-tailed Hummingbird"
"1110","Snowy-bellied Hummingbird"
"1111","Steely-vented Hummingbird"
"1112","Indigo-capped Hummingbird"
"1113","Chestnut-bellied Hummingbird"
"1114","Green-bellied Hummingbird"
"1115","Copper-rumped Hummingbird"
"1116","Cinnamon Hummingbird"
"1117","Buff-bellied Hummingbird"
"1118","Rufous-tailed Hummingbird"
"1119","Honduran Emerald"
"1120","Mangrove Hummingbird"
"1121","Amazilia Hummingbird"
"1122","Andean Emerald"
"1123","Shining-green Hummingbird"
"1124","Golden-tailed Sapphire"
"1125","Versicolored Emerald"
"1126","Sapphire-throated Hummingbird"
"1127","Sapphire-bellied Hummingbird"
"1128","Humboldt's Sapphire"
"1129","Blue-headed Sapphire"
"1130","White-chested Emerald"
"1131","Plain-bellied Emerald"
"1132","White-throated Hummingbird"
"1133","Glittering-throated Emerald"
"1134","Sapphire-spangled Emerald"
"1135","Rufous-throated Sapphire"
"1136","Gilded Sapphire"
"1137","White-bellied Hummingbird"
"1138","Green-and-white Hummingbird"
"1139","Blue-chested Hummingbird"
"1140","Charming Hummingbird"
"1141","Purple-chested Hummingbird"
"1142","White-bellied Emerald"
"1143","Blue-throated Sapphire"
"1144","White-chinned Sapphire"
"1145","Violet-bellied Hummingbird"
"1146","Blue-chinned Sapphire"
"1147","Great Blue Turaco"
"1148","Bare-faced Go-away-bird"
"1149","Grey Go-away-bird"
"1150","White-bellied Go-away-bird"
"1151","Western Plantain-eater"
"1152","Eastern Plantain-eater"
"1153","Purple-crested Turaco"
"1154","Rwenzori Turaco"
"1155","Ruspoli's Turaco"
"1156","White-cheeked Turaco"
"1157","Violet Turaco"
"1158","Ross's Turaco"
"1159","Yellow-billed Turaco"
"1160","Bannerman's Turaco"
"1161","White-crested Turaco"
"1162","Red-crested Turaco"
"1163","Guinea Turaco"
"1164","Livingstone's Turaco"
"1165","Schalow's Turaco"
"1166","Knysna Turaco"
"1167","Black-billed Turaco"
"1168","Fischer's Turaco"
"1169","Hartlaub's Turaco"
"1170","Great Bustard"
"1171","Arabian Bustard"
"1172","Kori Bustard"
"1173","Great Indian Bustard"
"1174","Australian Bustard"
"1175","Houbara Bustard"
"1176","Macqueen's Bustard"
"1177","Ludwig's Bustard"
"1178","Denham's Bustard"
"1179","Heuglin's Bustard"
"1180","Nubian Bustard"
"1181","White-bellied Bustard"
"1182","Blue Korhaan"
"1183","Karoo Korhaan"
"1184","Rüppell's Korhaan"
"1185","Little Brown Bustard"
"1186","Savile's Bustard"
"1187","Buff-crested Bustard"
"1188","Red-crested Korhaan"
"1189","Southern Black Korhaan"
"1190","Northern Black Korhaan"
"1191","Black-bellied Bustard"
"1192","Hartlaub's Bustard"
"1193","Bengal Florican"
"1194","Lesser Florican"
"1195","Little Bustard"
"1196","Guira Cuckoo"
"1197","Greater Ani"
"1198","Smooth-billed Ani"
"1199","Groove-billed Ani"
"1200","Striped Cuckoo"
"1201","Pheasant Cuckoo"
"1202","Pavonine Cuckoo"
"1203","Lesser Ground Cuckoo"
"1204","Greater Roadrunner"
"1205","Lesser Roadrunner"
"1206","Rufous-vented Ground Cuckoo"
"1207","Scaled Ground Cuckoo"
"1208","Banded Ground Cuckoo"
"1209","Rufous-winged Ground Cuckoo"
"1210","Red-billed Ground Cuckoo"
"1211","Buff-headed Coucal"
"1212","White-necked Coucal"
"1213","Ivory-billed Coucal"
"1214","Biak Coucal"
"1215","Rufous Coucal"
"1216","Green-billed Coucal"
"1217","Black-faced Coucal"
"1218","Black-hooded Coucal"
"1219","Short-toed Coucal"
"1220","Bay Coucal"
"1221","Gabon Coucal"
"1222","Black-throated Coucal"
"1223","Senegal Coucal"
"1224","Blue-headed Coucal"
"1225","Coppery-tailed Coucal"
"1226","White-browed Coucal"
"1227","Burchell's Coucal"
"1228","Sunda Coucal"
"1229","Greater Coucal"
"1230","Malagasy Coucal"
"1231","Goliath Coucal"
"1232","Black Coucal"
"1233","Philippine Coucal"
"1234","Lesser Coucal"
"1235","Violaceous Coucal"
"1236","Black-billed Coucal"
"1237","Kai Coucal"
"1238","Pheasant Coucal"
"1239","Andaman Coucal"
"1240","Bornean Ground Cuckoo"
"1241","Sumatran Ground Cuckoo"
"1242","Coral-billed Ground Cuckoo"
"1243","Snail-eating Coua"
"1244","Crested Coua"
"1245","Verreaux's Coua"
"1246","Blue Coua"
"1247","Red-capped Coua"
"1248","Red-fronted Coua"
"1249","Coquerel's Coua"
"1250","Running Coua"
"1251","Giant Coua"
"1252","Red-breasted Coua"
"1253","Raffles's Malkoha"
"1254","Blue Malkoha"
"1255","Green Malkoha"
"1256","Sirkeer Malkoha"
"1257","Red-billed Malkoha"
"1258","Yellow-billed Malkoha"
"1259","Chestnut-breasted Malkoha"
"1260","Red-faced Malkoha"
"1261","Chestnut-bellied Malkoha"
"1262","Blue-faced Malkoha"
"1263","Black-bellied Malkoha"
"1264","Green-billed Malkoha"
"1265","Rough-crested Malkoha"
"1266","Scale-feathered Malkoha"
"1267","Chestnut-winged Cuckoo"
"1268","Great Spotted Cuckoo"
"1269","Levaillant's Cuckoo"
"1270","Jacobin Cuckoo"
"1271","Little Cuckoo"
"1272","Dwarf Cuckoo"
"1273","Ash-colored Cuckoo"
"1274","Squirrel Cuckoo"
"1275","Black-bellied Cuckoo"
"1276","Dark-billed Cuckoo"
"1277","Yellow-billed Cuckoo"
"1278","Pearly-breasted Cuckoo"
"1279","Mangrove Cuckoo"
"1280","Cocos Cuckoo"
"1281","Black-billed Cuckoo"
"1282","Grey-capped Cuckoo"
"1283","Chestnut-bellied Cuckoo"
"1284","Bay-breasted Cuckoo"
"1285","Jamaican Lizard Cuckoo"
"1286","Great Lizard Cuckoo"
"1287","Puerto Rican Lizard Cuckoo"
"1288","Hispaniolan Lizard Cuckoo"
"1289","Thick-billed Cuckoo"
"1290","Dwarf Koel"
"1291","Asian Koel"
"1292","Black-billed Koel"
"1293","Pacific Koel"
"1294","Pacific Long-tailed Cuckoo"
"1295","Channel-billed Cuckoo"
"1296","Asian Emerald Cuckoo"
"1297","Violet Cuckoo"
"1298","Diederik Cuckoo"
"1299","Klaas's Cuckoo"
"1300","Yellow-throated Cuckoo"
"1301","African Emerald Cuckoo"
"1302","Long-billed Cuckoo"
"1303","Horsfield's Bronze Cuckoo"
"1304","Black-eared Cuckoo"
"1305","Rufous-throated Bronze Cuckoo"
"1306","Shining Bronze Cuckoo"
"1307","White-eared Bronze Cuckoo"
"1308","Little Bronze Cuckoo"
"1309","Pallid Cuckoo"
"1310","White-crowned Cuckoo"
"1311","Chestnut-breasted Cuckoo"
"1312","Fan-tailed Cuckoo"
"1313","Banded Bay Cuckoo"
"1314","Plaintive Cuckoo"
"1315","Grey-bellied Cuckoo"
"1316","Brush Cuckoo"
"1317","Rusty-breasted Cuckoo"
"1318","Moluccan Cuckoo"
"1319","Dusky Long-tailed Cuckoo"
"1320","Olive Long-tailed Cuckoo"
"1321","Barred Long-tailed Cuckoo"
"1322","Philippine Drongo-Cuckoo"
"1323","Square-tailed Drongo-Cuckoo"
"1324","Fork-tailed Drongo-Cuckoo"
"1325","Moluccan Drongo-Cuckoo"
"1326","Moustached Hawk-Cuckoo"
"1327","Large Hawk-Cuckoo"
"1328","Dark Hawk-Cuckoo"
"1329","Common Hawk-Cuckoo"
"1330","Rufous Hawk-Cuckoo"
"1331","Philippine Hawk-Cuckoo"
"1332","Malaysian Hawk-Cuckoo"
"1333","Hodgson's Hawk-Cuckoo"
"1334","Black Cuckoo"
"1335","Red-chested Cuckoo"
"1336","Lesser Cuckoo"
"1337","Sulawesi Cuckoo"
"1338","Indian Cuckoo"
"1339","Madagascar Cuckoo"
"1340","African Cuckoo"
"1341","Himalayan Cuckoo"
"1342","Oriental Cuckoo"
"1343","Sunda Cuckoo"
"1344","Common Cuckoo"
"1345","St. Helena Cuckoo"
"1346","White-breasted Mesite"
"1347","Brown Mesite"
"1348","Subdesert Mesite"
"1349","Tibetan Sandgrouse"
"1350","Pallas's Sandgrouse"
"1351","Pin-tailed Sandgrouse"
"1352","Namaqua Sandgrouse"
"1353","Chestnut-bellied Sandgrouse"
"1354","Spotted Sandgrouse"
"1355","Black-bellied Sandgrouse"
"1356","Yellow-throated Sandgrouse"
"1357","Crowned Sandgrouse"
"1358","Black-faced Sandgrouse"
"1359","Madagascar Sandgrouse"
"1360","Lichtenstein's Sandgrouse"
"1361","Painted Sandgrouse"
"1362","Four-banded Sandgrouse"
"1363","Double-banded Sandgrouse"
"1364","Burchell's Sandgrouse"
"1365","Rock Dove"
"1366","Hill Pigeon"
"1367","Snow Pigeon"
"1368","Speckled Pigeon"
"1369","White-collared Pigeon"
"1370","Stock Dove"
"1371","Yellow-eyed Pigeon"
"1372","Somali Pigeon"
"1373","Common Wood Pigeon"
"1374","Trocaz Pigeon"
"1375","Bolle's Pigeon"
"1376","Laurel Pigeon"
"1377","Afep Pigeon"
"1378","African Olive Pigeon"
"1379","Cameroon Olive Pigeon"
"1380","Sao Tome Olive Pigeon"
"1381","Comoros Olive Pigeon"
"1382","Speckled Wood Pigeon"
"1383","White-naped Pigeon"
"1384","Ashy Wood Pigeon"
"1385","Nilgiri Wood Pigeon"
"1386","Sri Lanka Wood Pigeon"
"1387","Pale-capped Pigeon"
"1388","Silvery Pigeon"
"1389","Andaman Wood Pigeon"
"1390","Japanese Wood Pigeon"
"1391","Bonin Wood Pigeon"
"1392","Ryukyu Wood Pigeon"
"1393","Metallic Pigeon"
"1394","White-headed Pigeon"
"1395","Yellow-legged Pigeon"
"1396","Eastern Bronze-naped Pigeon"
"1397","Western Bronze-naped Pigeon"
"1398","Island Bronze-naped Pigeon"
"1399","Lemon Dove"
"1400","White-crowned Pigeon"
"1401","Scaly-naped Pigeon"
"1402","Scaled Pigeon"
"1403","Picazuro Pigeon"
"1404","Bare-eyed Pigeon"
"1405","Spot-winged Pigeon"
"1406","Band-tailed Pigeon"
"1407","Chilean Pigeon"
"1408","Ring-tailed Pigeon"
"1409","Pale-vented Pigeon"
"1410","Red-billed Pigeon"
"1411","Maranon Pigeon"
"1412","Plain Pigeon"
"1413","Plumbeous Pigeon"
"1414","Ruddy Pigeon"
"1415","Short-billed Pigeon"
"1416","Dusky Pigeon"
"1417","Malagasy Turtle Dove"
"1418","Rodrigues Pigeon"
"1419","Pink Pigeon"
"1420","European Turtle Dove"
"1421","Dusky Turtle Dove"
"1422","Adamawa Turtle Dove"
"1423","Oriental Turtle Dove"
"1424","Sunda Collared Dove"
"1425","Philippine Collared Dove"
"1426","Eurasian Collared Dove"
"1427","Burmese Collared Dove"
"1428","African Collared Dove"
"1429","White-winged Collared Dove"
"1430","Mourning Collared Dove"
"1431","Red-eyed Dove"
"1432","Ring-necked Dove"
"1433","Vinaceous Dove"
"1434","Red Collared Dove"
"1435","Spotted Dove"
"1436","Laughing Dove"
"1437","Barred Cuckoo-Dove"
"1438","Amboyna Cuckoo-Dove"
"1439","Sultan's Cuckoo-Dove"
"1440","Ruddy Cuckoo-Dove"
"1441","Enggano Cuckoo-Dove"
"1442","Barusan Cuckoo-Dove"
"1443","Timor Cuckoo-Dove"
"1444","Tanimbar Cuckoo-Dove"
"1445","Flores Sea Cuckoo-Dove"
"1446","Philippine Cuckoo-Dove"
"1447","Brown Cuckoo-Dove"
"1448","Andaman Cuckoo-Dove"
"1449","Bar-tailed Cuckoo-Dove"
"1450","MacKinlay's Cuckoo-Dove"
"1451","Little Cuckoo-Dove"
"1452","Great Cuckoo-Dove"
"1453","Pied Cuckoo-Dove"
"1454","Crested Cuckoo-Dove"
"1455","White-faced Cuckoo-Dove"
"1456","Sula Cuckoo-Dove"
"1457","Black Cuckoo-Dove"
"1458","Emerald-spotted Wood Dove"
"1459","Black-billed Wood Dove"
"1460","Blue-spotted Wood Dove"
"1461","Tambourine Dove"
"1462","Blue-headed Wood Dove"
"1463","Namaqua Dove"
"1464","Common Emerald Dove"
"1465","Pacific Emerald Dove"
"1466","Stephan's Emerald Dove"
"1467","New Guinea Bronzewing"
"1468","New Britain Bronzewing"
"1469","Common Bronzewing"
"1470","Brush Bronzewing"
"1471","Flock Bronzewing"
"1472","Crested Pigeon"
"1473","Spinifex Pigeon"
"1474","Squatter Pigeon"
"1475","Partridge Pigeon"
"1476","Thick-billed Ground Pigeon"
"1477","Wonga Pigeon"
"1478","Chestnut-quilled Rock Pigeon"
"1479","White-quilled Rock Pigeon"
"1480","Diamond Dove"
"1481","Zebra Dove"
"1482","Peaceful Dove"
"1483","Barred Dove"
"1484","Bar-shouldered Dove"
"1485","Inca Dove"
"1486","Scaled Dove"
"1487","Common Ground Dove"
"1488","Plain-breasted Ground Dove"
"1489","Ecuadorian Ground Dove"
"1490","Ruddy Ground Dove"
"1491","Picui Ground Dove"
"1492","Croaking Ground Dove"
"1493","Blue-eyed Ground Dove"
"1494","Blue Ground Dove"
"1495","Purple-winged Ground Dove"
"1496","Maroon-chested Ground Dove"
"1497","Bare-faced Ground Dove"
"1498","Moreno's Ground Dove"
"1499","Black-winged Ground Dove"
"1500","Golden-spotted Ground Dove"
"1501","Long-tailed Ground Dove"
"1502","Blue-headed Quail-Dove"
"1503","Purple Quail-Dove"
"1504","Sapphire Quail-Dove"
"1505","Crested Quail-Dove"
"1506","Ruddy Quail-Dove"
"1507","Violaceous Quail-Dove"
"1508","Grey-fronted Quail-Dove"
"1509","White-fronted Quail-Dove"
"1510","Key West Quail-Dove"
"1511","Bridled Quail-Dove"
"1512","Olive-backed Quail-Dove"
"1513","White-tipped Dove"
"1514","Yungas Dove"
"1515","Grey-fronted Dove"
"1516","Grey-headed Dove"
"1517","Pallid Dove"
"1518","Azuero Dove"
"1519","Grenada Dove"
"1520","Caribbean Dove"
"1521","Grey-chested Dove"
"1522","Ochre-bellied Dove"
"1523","Tolima Dove"
"1524","Tuxtla Quail-Dove"
"1525","Buff-fronted Quail-Dove"
"1526","Purplish-backed Quail-Dove"
"1527","White-faced Quail-Dove"
"1528","White-throated Quail-Dove"
"1529","Lined Quail-Dove"
"1530","Chiriqui Quail-Dove"
"1531","Russet-crowned Quail-Dove"
"1532","Passenger Pigeon"
"1533","Mourning Dove"
"1534","Socorro Dove"
"1535","Eared Dove"
"1536","Zenaida Dove"
"1537","Galapagos Dove"
"1538","White-winged Dove"
"1539","West Peruvian Dove"
"1540","Nicobar Pigeon"
"1541","Spotted Green Pigeon"
"1542","Sulawesi Ground Dove"
"1543","Cinnamon Ground Dove"
"1544","Luzon Bleeding-heart"
"1545","Mindanao Bleeding-heart"
"1546","Mindoro Bleeding-heart"
"1547","Negros Bleeding-heart"
"1548","Sulu Bleeding-heart"
"1549","Wetar Ground Dove"
"1550","White-breasted Ground Dove"
"1551","White-fronted Ground Dove"
"1552","Polynesian Ground Dove"
"1553","White-throated Ground Dove"
"1554","Norfolk Ground Dove"
"1555","Tongan Ground Dove"
"1556","Santa Cruz Ground Dove"
"1557","Tanna Ground Dove"
"1558","Thick-billed Ground Dove"
"1559","Marquesan Ground Dove"
"1560","Bronze Ground Dove"
"1561","Palau Ground Dove"
"1562","Choiseul Pigeon"
"1563","Pheasant Pigeon"
"1564","Western Crowned Pigeon"
"1565","Scheepmaker's Crowned Pigeon"
"1566","Sclater's Crowned Pigeon"
"1567","Victoria Crowned Pigeon"
"1568","Dodo"
"1569","Rodrigues Solitaire"
"1570","Tooth-billed Pigeon"
"1571","White-eared Brown Dove"
"1572","Amethyst Brown Dove"
"1573","Tawitawi Brown Dove"
"1574","Mindanao Brown Dove"
"1575","Cinnamon-headed Green Pigeon"
"1576","Little Green Pigeon"
"1577","Pink-necked Green Pigeon"
"1578","Orange-breasted Green Pigeon"
"1579","Sri Lanka Green Pigeon"
"1580","Grey-fronted Green Pigeon"
"1581","Ashy-headed Green Pigeon"
"1582","Andaman Green Pigeon"
"1583","Philippine Green Pigeon"
"1584","Buru Green Pigeon"
"1585","Thick-billed Green Pigeon"
"1586","Grey-cheeked Green Pigeon"
"1587","Sumba Green Pigeon"
"1588","Flores Green Pigeon"
"1589","Timor Green Pigeon"
"1590","Large Green Pigeon"
"1591","Yellow-footed Green Pigeon"
"1592","Bruce's Green Pigeon"
"1593","Madagascar Green Pigeon"
"1594","Comoros Green Pigeon"
"1595","African Green Pigeon"
"1596","Pemba Green Pigeon"
"1597","Sao Tome Green Pigeon"
"1598","Pin-tailed Green Pigeon"
"1599","Sumatran Green Pigeon"
"1600","Yellow-vented Green Pigeon"
"1601","Wedge-tailed Green Pigeon"
"1602","White-bellied Green Pigeon"
"1603","Ryukyu Green Pigeon"
"1604","Taiwan Green Pigeon"
"1605","Banded Fruit Dove"
"1606","Black-banded Fruit Dove"
"1607","Red-naped Fruit Dove"
"1608","Pink-headed Fruit Dove"
"1609","Flame-breasted Fruit Dove"
"1610","Cream-breasted Fruit Dove"
"1611","Yellow-breasted Fruit Dove"
"1612","Red-eared Fruit Dove"
"1613","Jambu Fruit Dove"
"1614","Banggai Fruit Dove"
"1615","Oberholser's Fruit Dove"
"1616","Sula Fruit Dove"
"1617","Black-chinned Fruit Dove"
"1618","Scarlet-breasted Fruit Dove"
"1619","Wompoo Fruit Dove"
"1620","Pink-spotted Fruit Dove"
"1621","Ornate Fruit Dove"
"1622","Tanna Fruit Dove"
"1623","Orange-fronted Fruit Dove"
"1624","Wallace's Fruit Dove"
"1625","Superb Fruit Dove"
"1626","Many-colored Fruit Dove"
"1627","Crimson-crowned Fruit Dove"
"1628","Purple-capped Fruit Dove"
"1629","Kosrae Fruit Dove"
"1630","Palau Fruit Dove"
"1631","Lilac-crowned Fruit Dove"
